Id	Sentence_1	Sentence_2	Class	Cosine_distance_layer_1	Cosine_distance_layer_2	Cosine_distance_layer_3	Cosine_distance_layer_4	Cosine_distance_layer_5	Cosine_distance_layer_6	Cosine_distance_layer_7	Cosine_distance_layer_8	Cosine_distance_layer_9	Cosine_distance_layer_10	Cosine_distance_layer_11	Cosine_distance_layer_12
170590	Il cibo deve trasmettere dei valori: deve essere importante trasmettere anche salute.	Diceva una grande agronoma inglese che la salute dell'uomo, degli animali, della terra, dell'acqua e dell'aria è unica e indivisibile.	1	0.0346	0.0421	0.0588	0.0362	0.0421	0.0505	0.0576	0.0837	0.1274	0.196	0.4691	0.3789
53710	A cosa servono i reni?	A produrre urina, direte voi.	0	0.0332	0.0372	0.0436	0.0283	0.0388	0.0407	0.0402	0.0561	0.0753	0.1133	0.2166	0.4401
147338	Nel primo articolo abbiamo ricordato una cosa semplice.	Tutti gli animali non sono cose né sono macchine.	0	0.0388	0.0427	0.0631	0.0443	0.0446	0.0495	0.0523	0.0741	0.118	0.173	0.3933	0.4345
32891	In ogni caso, siamo tutti figli della stessa scimmia tendiamo a colmare quei buchi con idee e narrazioni.	Viene fuori un risultato abbastanza banale abbiamo rifatto i conti per questo grafico almeno otto volte e li abbiamo mandati anche a nostri colleghi all'estero perché era troppo regolare.	1	0.0208	0.0341	0.0337	0.0267	0.0296	0.0278	0.0295	0.054	0.0838	0.1167	0.2257	0.1738
124181	Be', intanto partiamo dalle parole, forse abusate, ma mettiamo insieme, proviamo.	Cibo: quattro lettere.	0	0.0632	0.0737	0.0926	0.0648	0.062	0.0503	0.0535	0.04	0.0352	0.0753	0.03	0.3161
136213	Io ne ho la riprova nella mia esperienza personale, cioè con i Deproducers, sempre per mettermi in difficoltà, ho messo insieme, da produttore, altri tre produttori e uno scienziato.	"Per un produttore, che è abituato a entrare nello studio di registrazione e dire ""Si fa così!"	0	0.0144	0.0327	0.0277	0.0283	0.0326	0.0289	0.0294	0.0362	0.0542	0.0857	0.0722	0.0938
42119	Almeno in blockchain.	E alla fin fine, chi sacrifichiamo?	1	0.0484	0.0728	0.0628	0.0418	0.0393	0.0474	0.0501	0.0607	0.0727	0.1252	0.1789	0.2721
158649	"Ma non posso scriverle: ""Ti voglio bene."	Allora dobbiamo fermarci un attimo.	1	0.0323	0.0338	0.0473	0.031	0.0433	0.041	0.0562	0.0901	0.1552	0.1715	0.1308	0.1975
41007	Buon giorno, ciao a tutti.	127 miliardi, secondo l'ultimo rapporto della Fondazione Moressa.	1	0.0446	0.056	0.057	0.0584	0.0551	0.0548	0.0649	0.082	0.1004	0.1542	0.3859	0.3347
181242	Assieme a Simone Santoni della City University of London abbiamo provato ad applicare questa provocatoria intuizione al mondo della musica, chiedendoci: che cosa succede, all'indomani della scomparsa improvvisa di una super star?	È questo un momento in cui gli artisti più marginali trovano una via di accesso?	0	0.0239	0.0357	0.0451	0.0341	0.0348	0.0332	0.0369	0.0584	0.0843	0.1264	0.115	0.077
80454	L'Italia è anche molto avanti, su questo campo di ricerca.	E questo per me è il punto di partenza perché, in qualche modo, costruire questo atomino è una cosa che è fondamentalmente inutile: è solo per la meraviglia, solo per essere affascinante se si vuole; ma questo è la base, è il fondamento su cui si sviluppano tutta una serie di cose che vanno molto in là, e questo è quello che vorrei raccontarvi.	0	0.0283	0.0588	0.0545	0.0464	0.0716	0.0802	0.0907	0.0972	0.0846	0.1111	0.1566	0.129
105459	Quindi io comincio a prefigurarmi - si chiamano proprio scenari - degli scenari e a studiare come posso comportarmi nell'ipotesi che qualcuno di questi scenari si avveri.	E posso farlo sia per contrastarli, che per farli succedere se mi sono propizi.	0	0.0172	0.0298	0.0465	0.0358	0.0361	0.0347	0.0362	0.0501	0.0769	0.1416	0.2376	0.2015
189740	"""Ci vuole tempo, ci vuole tempo."""	Perché per intascarsi i soldi, quella tal persona non ha fatto abbastanza carburante utile per arrivare fin dove dovevo arrivare.	1	0.0395	0.0574	0.0543	0.041	0.0486	0.0543	0.0601	0.0691	0.0725	0.086	0.0572	0.0773
145348	E questi sono i motivi per cui la Commissione Europea ha deciso di mettere i piedi in questo programma molto grosso di cui stavamo parlando prima.	La Volkswagen ha usato un simulatore quantistico per ottimizzare il traffico dei taxi a Pechino: e questo, come ripeto spesso, è una cosa che a un fisico, quale sono io, non verrebbe in mente neanche sotto l'effetto di un influsso molto imponente di vodka, perché è come dire - il fisico non sta a pensare queste cose, noi pensiamo ai nostri giochini, ai nostri atomini eccetera; però poi viene gente che dice: ah, aspetta che si può fare qualcosa di utile.	1	0.0235	0.0633	0.0594	0.0376	0.0407	0.0441	0.0515	0.0626	0.0854	0.1111	0.1045	0.1252
120624	Quando pensiamo al problema della spazzatura nelle nostre strade, sappiate che l'umanità sta facendo la stessa cosa nello spazio.	Non sto parlando di aziende che devono nascere.	1	0.0332	0.0396	0.0563	0.0453	0.0448	0.0385	0.0492	0.0742	0.1018	0.1352	0.2838	0.2471
71616	Quindi la blockchain non ha soltanto il potere di pilotare le nostre decisioni nel modo giusto, ma anche il potere di costringere ancora di più chi è più selfish e più attento al valore economico di quello che fa.	Perché nella nostra blockchain dobbiamo sempre essere liberi di avere il cervo davanti, abbassare il fucile e non sparargli.	0	0.0172	0.0466	0.0446	0.0316	0.0336	0.0353	0.0449	0.0483	0.0517	0.0544	0.0451	0.0404
161830	Siete all'interno dello spogliatoio.	Per l'Argentina, addirittura, vincere la Coppa del Mondo in Brasile sarebbe una cosa grandiosa, strepitosa.	1	0.031	0.0544	0.0722	0.0563	0.0621	0.054	0.0595	0.058	0.0442	0.0407	0.0864	0.1684
68199	Ecco che un'azienda fa una pubblicità sessista o omofoba o razzista e fallisce, perché milioni di voci che sussurrano che così non va bene, fanno un baccano enorme se vengono microfonate.	In realtà c'era eccome, c'è sempre stata, è che prima non aveva occasione di manifestarsi.	1	0.021	0.0387	0.0448	0.0312	0.0343	0.0324	0.0335	0.0278	0.0204	0.0196	0.031	0.0565
180208	Il fatto che non l'abbiamo ancora sviluppata è perché non ci crediamo.	Ma, diceva un maestro indiano, che dovremmo parlare usando parole che nessuno ha mai usato, vivere le emozioni in un modo che nessuno abbia mai vissuto; e amare in una maniera unica, come nessuno ha mai amato.	0	0.0257	0.0537	0.0728	0.0563	0.0603	0.0807	0.0795	0.0916	0.1094	0.1283	0.2224	0.2152
179471	L'ho considerato un grandissimo elogio.	Qui vedete un Lidar scanner, che abbiamo appena installato nel porto di Voltri.	0	0.0363	0.0615	0.0667	0.0548	0.0642	0.0636	0.0635	0.0866	0.108	0.1559	0.4398	0.4072
124907	Quello che sentite è il flusso di informazione che accade nel nostro cervello, è il passaggio di messaggi fra un neurone e l'altro, questo suono lo si ottiene registrando l'attività elettrica di un neurone e trasformandola in un segnale audio.	Sarebbe possibile captare direttamente questo messaggio dal cervello per comandare una sedia a rotelle, o un braccio robotico?	1	0.0255	0.0317	0.0738	0.0535	0.0581	0.0478	0.0467	0.0836	0.1305	0.2113	0.3709	0.389
192197	E quanti di voi sanno dire che cosa sia esattamente il blockchain, in poche parole.	È quello che cercherò di fare in questo poco tempo.	0	0.0274	0.0434	0.0393	0.0314	0.0414	0.035	0.0336	0.0337	0.0376	0.0615	0.0561	0.0893
92395	Oppure le persone anziane.	Vogliamo mettere il defibrillatore su un drone.	1	0.0477	0.054	0.0706	0.0498	0.0569	0.0795	0.0793	0.0879	0.1153	0.1468	0.3499	0.2844
51216	Ho incontrato Bobby Mc Ferryn, don't worry, be happy.	Avevo un sogno nella mia vita, incontrarlo e cantare insieme a lui.	0	0.0341	0.051	0.0632	0.0387	0.0395	0.0405	0.0394	0.0406	0.0502	0.0791	0.0842	0.0791
192719	Questo fa di noi dei mostri sadici che amano far soffrire il prossimo?	Ma certo che no.	0	0.0485	0.0601	0.0675	0.0516	0.0601	0.0639	0.0704	0.0804	0.1086	0.1449	0.197	0.2318
38734	La compressione spazio - temporale è servita a me stesso per comunicare in modo istantaneo e diretto con i miei followers e i miei atleti ovunque mi trovassi, in qualsiasi parte del mondo: nel bel mezzo del Mare del Nord, durante una crociera lungo i fiordi norvegesi, o nel mezzo del deserto del Rajasthan, a volte sfruttando anche il fuso orario vantaggioso, per rispondere ai miei atleti quando sono ancora a letto che dormono.	In realtà, la compressione spazio - temporale sta avvenendo anche adesso, io sono qua con voi, ma sono anche online nel live di Instagram.	0	0.0211	0.0363	0.0314	0.0281	0.0291	0.0354	0.0491	0.0516	0.0814	0.1039	0.1301	0.1415
66509	E se la trovi povera, non per questo Itaca ti avrà deluso.	Oppure l'Atene del V secolo avanti Cristo, a vedere la prima dell'Edipo Re di Sofocle, con regia di Sofocle.	1	0.0289	0.0549	0.0776	0.0603	0.0617	0.0553	0.0537	0.0645	0.0957	0.1378	0.1513	0.102
122546	A volte ci sono anche visioni diverse; ma comunque, sono visioni molto forti.	Cosa possiamo fare?	1	0.0753	0.1775	0.1387	0.0989	0.1051	0.0906	0.0921	0.0936	0.1019	0.1629	0.1212	0.1641
145832	Sono cosciente del fatto che ci siano molte persone che sono apertamente ostili a questa visione liberale dei diritti dell'uomo.	Chi di voi, in questo momento, crede di star sognando?	1	0.0265	0.0367	0.058	0.0397	0.0375	0.0401	0.0377	0.0715	0.0956	0.133	0.2192	0.2006
106186	Creerete una corposa comunità internazionale, che investirà in giovani professionisti provenienti da tutto il mondo.	Insomma, creerete crescita, a tantissimi livelli.	0	0.025	0.0352	0.0315	0.028	0.0294	0.0438	0.0405	0.0568	0.0777	0.1233	0.1168	0.1443
173486	Ma perché ho parlato di scelta coraggiosa?	Perché sin dall'inizio sapevamo di avere tutti contro: i dipendenti di Castellanza, perché in qualche modo con il trasferimento si vedevano occupati, invasi; e i dipendenti di Milano abituati, come me che abitavo a 300 metri dall'ufficio, alle comodità logistiche del centro cittadino.	0	0.0592	0.0778	0.082	0.0704	0.0767	0.0703	0.0753	0.1114	0.1315	0.1927	0.2208	0.1467
54786	Sono qui per raccontarvi un esperimento che ho iniziato a fare cinque anni fa.	Mi sono seduta al computer e ho scritto una mail a tutti i miei contatti nella quale, in sostanza, chiedevo loro di fare tre cose: la prima, di smettere di fare quello che stavano facendo; la seconda, di guardarsi intorno; la terza, di scegliere un oggetto.	0	0.0247	0.0547	0.0468	0.0352	0.0419	0.04	0.0443	0.0637	0.0743	0.1	0.2609	0.2854
88118	Bam, questa, ragazzi mi gasava tantissimo.	Non riuscivo a dormire la notte, più pensavo a queste cose e tante le domande, tante le risposte che inizio a scrivere e a buttare giù, che diventano in qualche modo il seme di un business plan.	0	0.0369	0.0587	0.0675	0.0514	0.0566	0.0579	0.0644	0.0808	0.0793	0.0815	0.295	0.3428
86845	Sulla sinistra ha una coda gigantesca, voluminosa, riccia.	Ecco, allunghiamo un attimo la mano.	0	0.0335	0.046	0.0389	0.0311	0.037	0.0367	0.0404	0.0532	0.0508	0.065	0.1631	0.3544
141701	Siccome il piombo si deposita sulle ossa al posto del calcio, e impedisce quindi al calcio di depositarsi, e le rende fragili, in soli otto anni ebbe quasi una ventina di fratture alle gambe, e non riusciva già più a camminare.	Due anni fa è morta.	0	0.0728	0.0922	0.103	0.0788	0.0855	0.0848	0.0952	0.1263	0.1283	0.1771	0.2281	0.2762
69313	Li capite i risvolti pratici di questo?	Poter ricreare una connessione con il mondo - col mondo naturale - ci permette di ritrovarci tutti quanti a giocare per la stessa squadra.	0	0.0367	0.0701	0.0711	0.0483	0.0494	0.0497	0.0481	0.0667	0.0722	0.0949	0.0634	0.0854
60832	Voi mi direte, con la carta e con i fiori Collodi dev'essere un paese straordinario.	E invece no.	0	0.0533	0.076	0.0755	0.0547	0.0699	0.0686	0.0977	0.1434	0.1804	0.2631	0.4251	0.3251
171094	Un autore annoiato non trasmette gioia e divertimento a chi legge.	Le Nazioni Unite proclamano il 1979 l'anno del fanciullo.	1	0.0326	0.034	0.0477	0.0321	0.0319	0.0317	0.038	0.0452	0.0709	0.1005	0.2238	0.2184
57018	Noi vediamo cosa sta succedendo agli animali, agli Albatros nelle Midway; ma in realtà la stessa cosa sta succedendo a noi come esseri umani.	Tutta l'umanità, tutta la specie umana, può essere contenuta dentro un cubo di 800 X 800 X 800 metri.	1	0.0273	0.0391	0.0708	0.0456	0.0409	0.038	0.0343	0.0534	0.0802	0.0814	0.1326	0.1259
124858	Per me è allucinante.	Paradossalmente attraverso la cosa più irrazionale e quindi più comunemente inutile, seguendo tutto il ragionamento.	1	0.073	0.0992	0.0956	0.0659	0.069	0.0762	0.0816	0.0913	0.1244	0.2303	0.1552	0.205
50993	Cibo, spreco.	Se ne spreca tantissimo, non ce ne rendiamo conto perché noi non diamo, forse, più valore a questo cibo.	0	0.0648	0.0758	0.0756	0.0532	0.066	0.0598	0.0623	0.0895	0.1205	0.1609	0.0937	0.0847
32166	Lo voglio fare insieme ad altri ragazzi disabili e insieme a grandi velisti come Giovanni Soldini e Mauro Pelaschier.	"E se mi serve, posso usare un bagno""?"	1	0.0493	0.0983	0.079	0.054	0.0604	0.0625	0.0579	0.062	0.0717	0.0756	0.0675	0.1111
94139	Noi vogliamo esserci in questo percorso, perché questo tragitto sia il più significativo possibile e per poter fare in modo che l'arrivo alla prossima libertà sia un po' migliore di quello precedente.	Innanzitutto scopriamo perché mi occupo di blockchain.	1	0.0346	0.0499	0.0622	0.0497	0.0457	0.0504	0.0524	0.0668	0.1037	0.1516	0.1521	0.1532
115851	Non hai imparato niente da Magneto, Doctor Strange e Professor X?	Punto dieci: la notizia.	0	0.0494	0.0717	0.0865	0.0544	0.0587	0.084	0.1001	0.1117	0.1547	0.2762	0.7446	0.4344
71770	Quando, alcuni anni fa, pulivo da solo alcune strade di Tirrenia - non so se conoscete la strada che porta al centro Coni, l'avrò pulita una ventina di volte.	Abitiamo lì vicino.	0	0.0558	0.0677	0.0801	0.0562	0.0545	0.0737	0.151	0.1822	0.2489	0.54	0.7358	0.3139
118259	Questa storia di economia circolare ovviamente deve concludersi in maniera circolare.	Siamo partiti dal TEDtalk di Michael Pawlyn che mi ha portato qui oggi a Genova a dimostrarvi come effettivamente è possibile cambiare il punto di vista.	0	0.0292	0.0521	0.0431	0.0386	0.0485	0.0558	0.0643	0.0778	0.0842	0.1236	0.1674	0.2755
23564	Ecco che riusciamo a vederlo.	Quando sono stata invitata qui a parlare di limiti, ho avuto una rivelazione.	0	0.0213	0.0417	0.051	0.0384	0.047	0.0383	0.0499	0.0618	0.0744	0.1087	0.0823	0.1301
168145	Poi fanno un uovo ogni giorno… che non è da tutti gli animali.	Fa tanto sorridere questa cosa, ecco, ma gli antichi navigatori naviganvano con il giardinetto - ancora la parte di poppa si chiama giardinetto - e con gli animali a bordo, perché non c'erano liofilizzati, non c'erano materiali o veramente non c'erano possibilità di preservare tanto cibo, quindi…  A proposito del cibo, che dispensa avevi?	0	0.0308	0.059	0.0809	0.0556	0.0578	0.0692	0.0793	0.0945	0.0957	0.1166	0.197	0.1918
185431	O ancora Kevin Systrom, il fondatore di Instagram: ancora una volta, una storia molto simile ai due precedenti.	Sulle nuove generazioni, dai millennials in poi, sta avendo un impatto devastante.	1	0.0225	0.0325	0.0302	0.0283	0.032	0.0315	0.0288	0.0391	0.0597	0.1221	0.0939	0.1185
161202	Pensate alle persone completamente paralizzate, il cui più grande desiderio è poter comunicare con i propri cari.	Ci sono dei sistemi basati sulle brain - computer interfaces in cui la persona deve solo fissare su uno schermo una lettera, e il sistema automaticamente, prendendo il segnale cerebrale direttamente da una cuffia posizionata sulla testa riesce a capire quale lettera ha selezionato e le persone possono comunicare, fino ad arrivare a 17 caratteri al minuto.	0	0.0241	0.0584	0.0496	0.0454	0.0827	0.1003	0.1142	0.1106	0.1032	0.1555	0.1382	0.1686
169071	Famiglie che per star dietro ai loro cari devono lasciare il lavoro, o perdono il lavoro.	Viene subita soccorsa, rianimata e portata in terapia intensiva, ma i danni al suo cervello, dovuti all'arresto cardiaco, sono talmente gravi che......qualche giorno dopo Jahi va in morte cerebrale.	1	0.0359	0.0519	0.0422	0.0332	0.033	0.0334	0.0384	0.0557	0.0892	0.1204	0.2997	0.3543
137157	Ma nella maggior parte dei casi, determinano la nostra vita, dandoci emozioni.	È sempre stata una persona molto lungimirante, mia mamma.	1	0.024	0.0278	0.0251	0.0213	0.0224	0.0263	0.0259	0.0379	0.0401	0.0617	0.0447	0.0997
15968	Che ci fa rialzare anche quando sembra che quel peso su di noi sia troppo grande.	La donazione di organi io credo che sia l'atto di amore più puro e incondizionato che l'umanità possa fare.	1	0.0207	0.0274	0.0425	0.0272	0.0263	0.0266	0.0274	0.0555	0.0909	0.1508	0.3022	0.2633
102947	Pertanto, l'idea che la specie umana sia superiore a tutto il creato è anche lei una visione distorta della realtà: si chiama specismo, e rappresenta forse la più grande conquista sociale che possiamo abbracciare nei prossimi decenni.	E allora non posso far altro che chiederlo in ginocchio.	1	0.0507	0.0779	0.0828	0.0625	0.0631	0.0558	0.0601	0.0831	0.1196	0.1691	0.2278	0.148
63104	Usciamo dalle identificazioni.	Tremila di cui l'85% è guarito.	1	0.039	0.0504	0.0807	0.051	0.0544	0.0496	0.0565	0.0863	0.1237	0.1758	0.3916	0.4155
164651	Quindi come possiamo superare questo?	Le persone che lavorano con lei sono celebrate con un brand, con un'identificazione particolare che è Haus of Gaga.	1	0.052	0.1163	0.0997	0.0616	0.0633	0.061	0.0709	0.0973	0.1193	0.2232	0.5257	0.4504
96871	Di un imbecille che s'era cacciato tra me e mia moglie.	Perché quel suo Gengè esisteva mentre io per lei non esistevo affatto.	1	0.0189	0.0316	0.0538	0.0324	0.0374	0.0338	0.0324	0.042	0.0865	0.1354	0.1247	0.1255
143474	Grazie a loro, il mondo non si limitava più a un'aula d'interrogatorio.	Poi, un giorno, fui trasferito in un altro carcere.	0	0.0306	0.0461	0.0479	0.0329	0.035	0.033	0.0353	0.0509	0.0703	0.1074	0.3596	0.4074
193987	Ho capito di amare veramente la cucina solo pochi mesi fa.	E l'ho capito, grazie ad una crisi.	0	0.027	0.034	0.0525	0.0398	0.0411	0.0389	0.0385	0.0453	0.0908	0.1537	0.4076	0.4013
22190	Più morta di così non è possibile.	Avevo un'idea.	1	0.0523	0.0625	0.073	0.057	0.0627	0.0575	0.0649	0.0688	0.0682	0.1094	0.0974	0.1383
57865	Ecco, decisi di scegliere una città sull'atlante.	Esisteva l'Atlante, sì è vero, c'era ancora l'Atlante.	0	0.0272	0.0462	0.0387	0.0269	0.0296	0.0342	0.0359	0.041	0.0376	0.059	0.1672	0.1587
